ID productor,ID parcela,ID bitácora,Tipo de parcela,Estado,Año,Ciclo,Régimen hídrico,ID_Cultivo,Tipo de superficie,ID Actividad,Fecha_en_que_se_realizó_la_actividad,Época de aplicación,Actividad realizada,¿Realizó esta aplicación al cultivo1?,¿Realizó esta aplicación al cultivo2?,¿Realizó esta aplicación al cultivo3?,¿La semilla ya la compró tratada?,¿Utilizó alguna herramienta para ajustar su dosis de fertilizante?,¿Aplicó el fertilizante al momento de sembrar?,¿Aplicó el fertilizante en momentos adecuados? (con uso de las curvas de demanda de los cultivos):,Número de plagas que quiere controlar,Motivo de aplicación,Tipo de plaga (1),Tipo de plaga (2),Tipo de plaga (3),¿Cómo detecto la plaga?,¿Hizo uso de biodiversidad funcional en esta aplicación?,Actividad realizada como  uso de biodiversidad funcional,Motivo de aplicación,Enfermedad presentada,Parte de la planta dañada ,Porcentaje de daño en la planta por la plaga o enfermedad,Porcentaje del cultivo dañado,Número de productos aplicados,Id_AplicacionesDeInsumos,Secuencia del registro del Producto,Categoría_del_producto,Tipo de producto,Nombre_del_producto,Nombre del producto aplicado.. # solo si se requiere renombrar,Nitrógeno (N),Fósforo (P),Potasio (K),Otros nutrientes (Opcional),Ingrediente Activo,Cantidad,Unidad_ha,Lugar_de_aplicación,ID tipo de bitácora sección (clave foránea)
12243,RPARC-2023-0610-1226-MGFAP-2HWYI,BITAG-2023-0610-1230-T6UAY-YCGJ4,AE,GUANAJUATO,2023,Primavera_Verano,RIEGO,CULTV-2023-0610-1232-J0RGP-CLEJ2,INNOVACION,INSUM-2023-1210-0127-NGX3A-NWVM2,7/22/2023,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,DIAGNOSTICO_VISUAL_TABLAS_REFERENCIA,,SI,,,,,,,,,,,,,,1,INSUM-2023-1210-0127-NGX3A-NWVM2,1,FERTILIZANTE,QUIMICO,FOSFONITRATO,,30.5,4,0,,_,200,KG_HA,EN LA SUPERFICIE,
17835,RPARC-2023-0602-1104-GHM3M-1KAGC,BITAG-2023-0610-0933-YO0PP-5VBZU,AE,SONORA,2023,Otoño-Invierno,RIEGO,CULTV-2023-0610-0941-9WMWE-H6EDK,INNOVACION,INSUM-2023-0620-1152-KQWIK-B5NIE,1/22/2023,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,GREEN_SEEKER,,SI,,,,,,,,,,,,,,1,INSUM-2023-0620-1152-KQWIK-B5NIE,1,FERTILIZANTE,QUIMICO,FOSFONITRATO,,30.5,4,0,,_,300,KG_HA,ENTERRADO EN EL SUELO,
27469,6DCACA06-40FD-7E11-7760-61D8AD05AA5C,BITAG-2022-1203-0330-MVW9A-Q5U1V,AE,GUANAJUATO,2023,Otoño-Invierno,RIEGO,CULTV-2022-1215-0752-7VMVU-7UR8E,INNOVACION,INSUM-2023-0127-0756-LOHEX-DTMNN,1/24/2023,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,"NINGUNA,GREEN_SEEKER",,SI,,,,,,,,,,,,,,1,INSUM-2023-0127-0756-LOHEX-DTMNN,1,FERTILIZANTE,QUIMICO,FOSFONITRATO,,30.5,4,0,,_,600,KG_HA,EN LA SUPERFICIE,
27481,EC4C0649-B6C8-2890-E8D4-61D8AC08B326,BITAG-2022-1203-0323-K3S1I-YZTDC,AE,GUANAJUATO,2023,Otoño-Invierno,RIEGO,CULTV-2022-1215-0902-IPNXR-NWJUW,INNOVACION,INSUM-2023-0127-0801-TM6Q4-1E390,1/23/2023,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,GREEN_SEEKER,,SI,,,,,,,,,,,,,,1,INSUM-2023-0127-0801-TM6Q4-1E390,1,FERTILIZANTE,QUIMICO,FOSFONITRATO,,30.5,4,0,,_,600,KG_HA,EN LA SUPERFICIE,
1101,RPARC-2022-1020-0346-YEO9L-JE8ME,BITAG-2022-1020-0347-BUGO1-UIJZM,AE,ZACATECAS,2023,Otoño-Invierno,RIEGO,CULTV-2022-1020-0358-PJUZU-XMEUO,INNOVACION,INSUM-2023-0707-0120-294CR-VD709,9/30/2022,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2023-0707-0120-294CR-VD709,1,FERTILIZANTE,QUIMICO,FOSFONITRATO,,30.5,4,0,,_,150,KG_HA,EN LA SUPERFICIE,
47757,RPARC-2024-1120-0536-TJAOK-5ISIO,BITAG-2024-1120-0539-1W4AO-RSR0K,AE,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-1120-0542-3KDFA-O35W7,INNOVACION,INSUM-2025-0209-1030-ZIP2D-CFU6A,7/8/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2025-0209-1030-ZIP2D-CFU6A,1,FERTILIZANTE,QUIMICO,FOSFORO 49 FOLIAR,,,,,,P FOLIAR ACTIVADO CON VITAMINAS Y ÁCIDOS HÚMICOS Y FÚLVICOS,1,L_HA,FOLIAR,
50152,RPARC-2024-1120-0521-FBUPP-1CDGX,BITAG-2024-1120-0524-45USB-KOSGF,AE,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-1120-0526-XNDTY-WUFKE,INNOVACION,INSUM-2025-0208-0249-44LXD-8H34I,7/12/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2025-0208-0249-44LXD-8H34I,1,FERTILIZANTE,QUIMICO,FOSFORO 49 FOLIAR,,,,,,P FOLIAR ACTIVADO CON VITAMINAS Y ÁCIDOS HÚMICOS Y FÚLVICOS,1,L_HA,FOLIAR,
47484,RPARC-2024-1120-0500-NSCZK-WHRA5,BITAG-2024-1120-0502-8AUQC-2HPDL,AE,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-1120-0504-23YLB-RN6OY,INNOVACION,INSUM-2025-0209-0926-TRHWL-ZRXVA,7/8/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2025-0209-0926-TRHWL-ZRXVA,1,FERTILIZANTE,QUIMICO,FOSFORO 49 FOLIAR,,,,,,P FOLIAR ACTIVADO CON VITAMINAS Y ÁCIDOS HÚMICOS Y FÚLVICOS,1,L_HA,FOLIAR,
48430,RPARC-2024-1112-0849-KVTGW-Y86LB,BITAG-2024-1112-0854-FSYVG-J4XOJ,MODULO,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-1112-0901-854O0-PXLZK,INNOVACION,INSUM-2025-0208-0106-YPM8N-1CK98,8/1/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2025-0208-0106-YPM8N-1CK98,1,FERTILIZANTE,QUIMICO,FOSFORO 49 FOLIAR,,,,,,P FOLIAR ACTIVADO CON VITAMINAS Y ÁCIDOS HÚMICOS Y FÚLVICOS,1,L_HA,FOLIAR,
46880,RPARC-2024-1024-0119-COH2Y-PALER,BITAG-2024-1024-0124-XBOLQ-OS8F0,AE,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-1024-0129-UPQEN-VACVQ,INNOVACION,INSUM-2024-1029-0919-DDY8I-LXBCL,8/8/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2024-1029-0919-DDY8I-LXBCL,1,FERTILIZANTE,QUIMICO,FOSFORO 49 FOLIAR,,,,,,P FOLIAR ACTIVADO CON VITAMINAS Y ÁCIDOS HÚMICOS Y FÚLVICOS,1,L_HA,FOLIAR,
50303,RPARC-2024-0705-0126-QEJSW-3CH6N,BITAG-2024-0705-0134-MAGZ4-XUXFS,AE,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-0705-0138-6B7GE-6MFBG,INNOVACION,INSUM-2024-1107-0843-QS7TY-ZHLUV,8/25/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,NO,,,ANALISIS_DE_SUELO,,NO,,,,,,,,,,,,,,1,INSUM-2024-1107-0843-QS7TY-ZHLUV,1,FERTILIZANTE,QUIMICO,FOSFORO 49 FOLIAR,,,,,,P FOLIAR ACTIVADO CON VITAMINAS Y ÁCIDOS HÚMICOS Y FÚLVICOS,1,L_HA,FOLIAR,
43649,RPARC-2023-0729-0232-VNM35-KVRSA,BITAG-2024-0108-0946-PGJJO-PFXSH,AE,OAXACA,2023,Primavera_Verano,TEMPORAL,CULTV-2024-0109-0254-3NC6F-7DZXW,INNOVACION,INSUM-2024-0109-0305-9IM9M-NGTZC,7/10/2023,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,SI,,,NINGUNA,,SI,,,,,,,,,,,,,,1,INSUM-2024-0109-0305-9IM9M-NGTZC,1,FERTILIZANTE,QUIMICO,FOSFORO 49 FOLIAR,,,,,,P FOLIAR ACTIVADO CON VITAMINAS Y ÁCIDOS HÚMICOS Y FÚLVICOS,2,L_HA,FOLIAR,
50409,RPARC-2025-0213-0158-QLRQD-VKIVZ,BITAG-2025-0213-0202-4GDYE-24XGM,MODULO,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2025-0213-0204-UAJEA-P5COL,INNOVACION,INSUM-2025-0213-0303-CYYA8-RZ3W7,10/10/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,SI,,,,,,,,,,,,,,1,INSUM-2025-0213-0303-CYYA8-RZ3W7,1,FERTILIZANTE,QUIMICO,FRUTI-K,,,,,,FERTILIZANTE FOLIAR ALTO EN POTASIO,1,L_HA,FOLIAR,
49124,RPARC-2024-1030-0918-NDQ2U-JDK4M,BITAG-2025-0204-0250-85AGL-6ZKCD,AE,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2025-0204-0253-8Q2QJ-3SUFP,INNOVACION,INSUM-2025-0208-1036-IUKSR-92EJN,10/15/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,SI,,,,,,,,,,,,,,1,INSUM-2025-0208-1036-IUKSR-92EJN,1,FERTILIZANTE,QUIMICO,FRUTI-K,,,,,,FERTILIZANTE FOLIAR ALTO EN POTASIO,2,KG_HA,FOLIAR,
50152,RPARC-2024-1120-0521-FBUPP-1CDGX,BITAG-2024-1120-0524-45USB-KOSGF,AE,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-1120-0526-XNDTY-WUFKE,INNOVACION,INSUM-2025-0208-0301-2A5HS-H359U,9/15/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2025-0208-0301-2A5HS-H359U,1,FERTILIZANTE,QUIMICO,FRUTI-K,,,,,,FERTILIZANTE FOLIAR ALTO EN POTASIO,1,L_HA,FOLIAR,
47484,RPARC-2024-1120-0500-NSCZK-WHRA5,BITAG-2024-1120-0502-8AUQC-2HPDL,AE,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-1120-0504-23YLB-RN6OY,INNOVACION,INSUM-2025-0209-0955-DOMOU-YPLWH,9/8/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2025-0209-0955-DOMOU-YPLWH,1,FERTILIZANTE,QUIMICO,FRUTI-K,,,,,,FERTILIZANTE FOLIAR ALTO EN POTASIO,1,L_HA,FOLIAR,
48430,RPARC-2024-1112-0849-KVTGW-Y86LB,BITAG-2024-1112-0854-FSYVG-J4XOJ,MODULO,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-1112-0901-854O0-PXLZK,INNOVACION,INSUM-2025-0208-0120-GIJMD-UUF85,9/29/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2025-0208-0120-GIJMD-UUF85,1,FERTILIZANTE,QUIMICO,FRUTI-K,,,,,,FERTILIZANTE FOLIAR ALTO EN POTASIO,1,L_HA,FOLIAR,
48575,RPARC-2024-0828-1050-YNLKM-DUOW6,BITAG-2024-0903-0936-VQ77Z-ZBVVF,AE,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-0903-0957-B2B1Y-LXCE7,INNOVACION,INSUM-2024-1201-1041-JJSLM-VOI4M,9/10/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,SI,,,,,,,,,,,,,,1,INSUM-2024-1201-1041-JJSLM-VOI4M,1,FERTILIZANTE,QUIMICO,FRUTI-K,,,,,,FERTILIZANTE FOLIAR ALTO EN POTASIO,1,L_HA,FOLIAR,
50724,RPARC-2024-0820-0717-AG55N-5PMHZ,BITAG-2024-0820-0719-DY31S-3PXLZ,AE,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-0820-0721-FOO3T-Q28UX,INNOVACION,INSUM-2024-1031-0623-UYCKY-QOTTA,10/19/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,SI,,,,,,,,,,,,,,1,INSUM-2024-1031-0623-UYCKY-QOTTA,1,FERTILIZANTE,QUIMICO,FRUTI-K,,,,,,FERTILIZANTE FOLIAR ALTO EN POTASIO,0.5,L_HA,FOLIAR,
47179,RPARC-2024-1209-1136-6R5TF-GYBSZ,BITAG-2024-1209-1143-HPFTB-AMEP1,MODULO,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-1209-1151-QBDD6-1JOFT,INNOVACION,INSUM-2025-0215-1204-38OZD-5GZBR,11/18/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,DIAGNOSTICO_VISUAL_TABLAS_REFERENCIA,,SI,,,,,,,,,,,,,,1,INSUM-2025-0215-1204-38OZD-5GZBR,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,FRUTO - PK 0-48-31 + ME,,0,48,31,MICRONUTRIENTES,PK Y MICROELEMENTOS,0.5,L_HA,FOLIAR,
45138,RPARC-2024-1030-0818-6HVFI-3QV2T,BITAG-2024-1030-0821-2BWYS-KUIQB,MODULO,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-1105-1118-8FBE3-HWD0O,INNOVACION,INSUM-2025-0213-1152-4JTBT-CM5W9,10/6/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,SI,,,,,,,,,,,,,,1,INSUM-2025-0213-1152-4JTBT-CM5W9,1,FERTILIZANTE,QUIMICO,FRUTO - PK 0-48-31 + ME,,0,48,31,MICRONUTRIENTES,PK Y MICROELEMENTOS,1,L_HA,FOLIAR,
50479,RPARC-2024-0729-0251-XBYHY-PR0I4,BITAG-2024-0729-0257-W4OKD-KSEET,MODULO,PUEBLA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-0729-0302-RUKAL-SCTHG,INNOVACION,INSUM-2024-0729-0440-ZOFEX-TR67W,5/27/2024,DESARROLLO_DEL_CULTIVO,APLICACION_MEJORADORES_DE_SUELO,SI,,,,,,,,,,,,,,,,,,,,1,INSUM-2024-0729-0440-ZOFEX-TR67W,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,GALLINAZA,,,,,,GALLINAZA,1000,KG_HA,ENTERRADO EN EL SUELO,
50479,RPARC-2024-0729-0251-XBYHY-PR0I4,BITAG-2024-0729-0257-W4OKD-KSEET,MODULO,PUEBLA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-0729-0511-RKDHG-CHENG,TESTIGO,INSUM-2024-0730-0725-C0EIK-YQPLU,5/27/2024,DESARROLLO_DEL_CULTIVO,APLICACION_MEJORADORES_DE_SUELO,SI,,,,,,,,,,,,,,,,,,,,1,INSUM-2024-0730-0725-C0EIK-YQPLU,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,GALLINAZA,,,,,,GALLINAZA,1000,KG_HA,ENTERRADO EN EL SUELO,
10860,B408FA9C-F16B-931C-98C5-5EF62FCCB33E,BITAG-2023-0804-0835-REYL0-XMMSD,AE,CHIAPAS,2023,Otoño-Invierno,TEMPORAL,CULTV-2023-0804-0845-NKKBL-QQAXW,INNOVACION,INSUM-2023-0930-0552-EDNIE-JAH1E,12/10/2022,SIEMBRA,APLICACION_MEJORADORES_DE_SUELO,NO,SI,NO,,,,,,,,,,,,,,,,,,1,INSUM-2023-0930-0552-EDNIE-JAH1E,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,GALLINAZA,,,,,,GALLINAZA,500,KG_HA,ENTERRADO EN EL SUELO,
14598,RPARC-2023-1024-0506-ACDVE-BHBF4,BITAG-2023-1105-0238-HRSAQ-NRM50,AE,ZACATECAS,2023,Primavera_Verano,TEMPORAL,CULTV-2023-1105-0246-DRSEY-Q6XFM,INNOVACION,INSUM-2023-1209-0412-YSTVA-65VYX,10/11/2023,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,DIAGNOSTICO_VISUAL_TABLAS_REFERENCIA,,SI,,,,,,,,,,,,,,1,INSUM-2023-1209-0412-YSTVA-65VYX,1,FERTILIZANTE,QUIMICO,GRO GREEN 20-30-10,,20,30,10,NA,FERTILIZANTE FOLIAR SOLIDO 20 30 10 MAS MICROELEMENTOS,2,L_HA,FOLIAR,
10860,B408FA9C-F16B-931C-98C5-5EF62FCCB33E,BITAG-2023-0804-0835-REYL0-XMMSD,AE,CHIAPAS,2023,Otoño-Invierno,TEMPORAL,CULTV-2023-0804-0845-NKKBL-QQAXW,INNOVACION,INSUM-2023-0930-0649-SN9WG-JG7TN,12/20/2022,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,SI,SI,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2023-0930-0649-SN9WG-JG7TN,1,FERTILIZANTE,QUIMICO,GRO GREEN 20-30-10,,20,30,10,NA,FERTILIZANTE FOLIAR SOLIDO 20 30 10 MAS MICROELEMENTOS,1.2,KG_HA,FOLIAR,
1008,RPARC-2024-0718-0130-VM7WP-CFG7F,BITAG-2024-0718-0136-GYAWV-42W1B,MODULO,QUERETARO,2024,Primavera_Verano,RIEGO,CULTV-2024-0718-0137-9XG0S-XJC7S,INNOVACION,INSUM-2024-1017-0656-VM9T0-FXMGC,9/10/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,SI,,,,,,,,,,,,,,1,INSUM-2024-1017-0656-VM9T0-FXMGC,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,HUMIMAX,,,,,,ACIDOS HUMICOS NITROGENO FOSFORO POTASIO TEAMINA,2,KG_HA,FOLIAR,
1008,RPARC-2024-0718-0130-VM7WP-CFG7F,BITAG-2024-0718-0136-GYAWV-42W1B,MODULO,QUERETARO,2024,Primavera_Verano,RIEGO,CULTV-2024-0823-0103-WDCVB-U1MJE,TESTIGO,INSUM-2024-1017-0725-BU0ZE-TCFTO,9/28/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,SI,,,,,,,,,,,,,,1,INSUM-2024-1017-0725-BU0ZE-TCFTO,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,HUMUS LIQUIDO DE LOMBRIZ,,,,,,HUMUS,30,L_HA,EN EL RIEGO / LÍQUIDOS,
13677,RPARC-2024-0301-0328-Q4ZWO-KDULQ,BITAG-2024-0315-0927-US1WM-LDYJW,AE,GUANAJUATO,2024,Otoño-Invierno,RIEGO,CULTV-2024-0315-0930-4ORJQ-5RHMF,INNOVACION,INSUM-2024-0610-1145-UHCCP-URE3G,1/29/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,DIAGNOSTICO_VISUAL_TABLAS_REFERENCIA,,SI,,,,,,,,,,,,,,1,INSUM-2024-0610-1145-UHCCP-URE3G,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,HUMUS LIQUIDO DE LOMBRIZ,,,,,,HUMUS,20,L_HA,EN EL RIEGO / LÍQUIDOS,
13677,RPARC-2024-0301-0328-Q4ZWO-KDULQ,BITAG-2024-0315-0927-US1WM-LDYJW,AE,GUANAJUATO,2024,Otoño-Invierno,RIEGO,CULTV-2024-0315-0930-4ORJQ-5RHMF,INNOVACION,INSUM-2024-0610-1159-9QCL0-3IROB,2/25/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,DIAGNOSTICO_VISUAL_TABLAS_REFERENCIA,,SI,,,,,,,,,,,,,,1,INSUM-2024-0610-1159-9QCL0-3IROB,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,HUMUS LIQUIDO DE LOMBRIZ,,,,,,HUMUS,20,L_HA,EN EL RIEGO / LÍQUIDOS,
48603,RPARC-2024-0827-1020-HRLTF-YNCXY,BITAG-2024-0827-1026-IMBM7-DB1OX,AE,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-0827-1029-6JGLI-BVXP3,INNOVACION,INSUM-2024-0830-0837-VMIF1-HTERG,7/17/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2024-0830-0837-VMIF1-HTERG,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,LIXIVIADO MINERALIZADO,,,,,,LIXIVIADO MINERALIZADO,3,L_HA,FOLIAR,
50643,RPARC-2024-0826-0851-TYK5Z-J2JO7,BITAG-2024-0826-0853-IQNV2-HCND9,MODULO,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-0826-0854-JYSQN-WPKML,INNOVACION,INSUM-2024-0828-1248-KLMU7-UBAUE,8/18/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2024-0828-1248-KLMU7-UBAUE,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,LIXIVIADO MINERALIZADO,,,,,,LIXIVIADO MINERALIZADO,2,L_HA,FOLIAR,
50643,RPARC-2024-0826-0851-TYK5Z-J2JO7,BITAG-2024-0826-0853-IQNV2-HCND9,MODULO,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2025-0208-1010-PHRJI-MZIR7,TESTIGO,INSUM-2025-0208-1034-8UHBG-QNLUV,8/30/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,SI,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2025-0208-1034-8UHBG-QNLUV,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,LIXIVIADO MINERALIZADO,,,,,,LIXIVIADO MINERALIZADO,2,L_HA,FOLIAR,
46265,RPARC-2024-0826-0723-KJDPZ-HEWBL,BITAG-2024-0826-0727-BA6EZ-HFG5Q,MODULO,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-0826-0730-T70NT-RDDPQ,INNOVACION,INSUM-2024-0828-0704-IIWD6-TKFK4,8/12/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,NO,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2024-0828-0704-IIWD6-TKFK4,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,LIXIVIADO MINERALIZADO,,,,,,LIXIVIADO MINERALIZADO,2,L_HA,FOLIAR,
46265,RPARC-2024-0826-0723-KJDPZ-HEWBL,BITAG-2024-0826-0727-BA6EZ-HFG5Q,MODULO,OAXACA,2024,Primavera_Verano,TEMPORAL,CULTV-2024-0826-0730-T70NT-RDDPQ,INNOVACION,INSUM-2024-0828-0718-PMFBX-X6AEJ,8/25/2024,DESARROLLO_DEL_CULTIVO,FERTILIZACION,NO,,,,NINGUNA,,NO,,,,,,,,,,,,,,1,INSUM-2024-0828-0718-PMFBX-X6AEJ,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,LIXIVIADO MINERALIZADO,,,,,,LIXIVIADO MINERALIZADO,3,L_HA,INYECTADO,
38331,RPARC-2023-0702-1013-YZCT4-WCLMX,BITAG-2023-0702-1014-AIKCM-WY03K,AE,ZACATECAS,2023,Otoño-Invierno,RIEGO,CULTV-2023-0702-1017-N28K3-XAMXX,INNOVACION,INSUM-2023-0702-1050-46QVD-OAURO,12/10/2022,DESARROLLO_DEL_CULTIVO,APLICACION_MEJORADORES_DE_SUELO,SI,,,,,,,,,,,,,,,,,,,,1,INSUM-2023-0702-1050-46QVD-OAURO,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,LIXIVIADO MINERALIZADO,,,,,,LIXIVIADO MINERALIZADO,20,L_HA,EN EL RIEGO / LÍQUIDOS,
38331,RPARC-2023-0702-1013-YZCT4-WCLMX,BITAG-2023-0702-1014-AIKCM-WY03K,AE,ZACATECAS,2023,Otoño-Invierno,RIEGO,CULTV-2023-0702-1017-N28K3-XAMXX,INNOVACION,INSUM-2023-0702-1100-TQBJS-REBJ8,12/25/2022,DESARROLLO_DEL_CULTIVO,APLICACION_MEJORADORES_DE_SUELO,SI,,,,,,,,,,,,,,,,,,,,1,INSUM-2023-0702-1100-TQBJS-REBJ8,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,LIXIVIADO MINERALIZADO,,,,,,LIXIVIADO MINERALIZADO,20,L_HA,EN EL RIEGO / LÍQUIDOS,
38331,RPARC-2023-0702-1013-YZCT4-WCLMX,BITAG-2023-0702-1014-AIKCM-WY03K,AE,ZACATECAS,2023,Otoño-Invierno,RIEGO,CULTV-2023-0702-1017-N28K3-XAMXX,INNOVACION,INSUM-2023-0702-1109-OB9ZZ-GZQ5Y,1/10/2023,DESARROLLO_DEL_CULTIVO,APLICACION_MEJORADORES_DE_SUELO,SI,,,,,,,,,,,,,,,,,,,,1,INSUM-2023-0702-1109-OB9ZZ-GZQ5Y,1,FERTILIZANTE,QUIMICO,LIXIVIADO MINERALIZADO,,,,,,LIXIVIADO MINERALIZADO,20,L_HA,EN EL RIEGO / LÍQUIDOS,
38331,RPARC-2023-0702-1013-YZCT4-WCLMX,BITAG-2023-0702-1014-AIKCM-WY03K,AE,ZACATECAS,2023,Otoño-Invierno,RIEGO,CULTV-2023-0702-1017-N28K3-XAMXX,INNOVACION,INSUM-2023-0702-1118-LIJQB-QG32M,1/25/2023,DESARROLLO_DEL_CULTIVO,APLICACION_MEJORADORES_DE_SUELO,SI,,,,,,,,,,,,,,,,,,,,1,INSUM-2023-0702-1118-LIJQB-QG32M,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,LIXIVIADO MINERALIZADO,,,,,,LIXIVIADO MINERALIZADO,20,L_HA,EN EL RIEGO / LÍQUIDOS,
38331,RPARC-2023-0702-1013-YZCT4-WCLMX,BITAG-2023-0702-1014-AIKCM-WY03K,AE,ZACATECAS,2023,Otoño-Invierno,RIEGO,CULTV-2023-0702-1017-N28K3-XAMXX,INNOVACION,INSUM-2023-0702-1127-DYUAP-RVSRM,2/10/2023,DESARROLLO_DEL_CULTIVO,APLICACION_MEJORADORES_DE_SUELO,SI,,,,,,,,,,,,,,,,,,,,1,INSUM-2023-0702-1127-DYUAP-RVSRM,1,FERTILIZANTE,BIOLOGICO_ETOLOGICO_ORGANICO,LIXIVIADO MINERALIZADO,,,,,,LIXIVIADO MINERALIZADO,20,L_HA,EN EL RIEGO / LÍQUIDOS,
